Series Code,Series Name,Country Code,Country Name,2007,2008,2009,2010
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DNK,Denmark,..,29.2271479,27.79332214,44.2745377
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DJI,Djibouti,..,120.413457,60.2070673,60.20672852
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DMA,Dominica,..,47.77777778,47.77777778,47.77777778
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DOM,Dominican Rep.,..,27.43761553,26.36911205,18.95541816
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ECU,Ecuador,..,..,39.9,22.58
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",EGY,Egypt,8.067986231,8.282716731,8.11607795,8.004354369
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SLV,El Salvador,..,20.34,20.34,24.86
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GNQ,Equatorial Guinea,..,..,254.1371409,242.2886587
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ERI,Eritrea,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",EST,Estonia,..,36.93659996,26.56125078,21.93613958
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ETH,Ethiopia,..,635,517.5751401,295.7189452
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FRO,Faroe Islands,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FJI,Fiji,..,24.7804266,20.17364658,18.24341934
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FIN,Finland,..,36.4568082,37.36111111,35.62913907
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FRA,France,..,36.4568082,34.58333333,30.33112583
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GUF,French Guiana,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PYF,French Polynesia,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GAB,Gabon,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GMB,Gambia,..,360.4902668,307.957958,292.8744824
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GEO,Georgia,..,46.94835681,41.91616766,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DEU,Germany,..,36.60322108,41.59722222,39.66887417
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GHA,Ghana,..,60.49149338,45.45454545,31.44654088
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GIB,Gibraltar,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GRC,Greece,..,24.15812592,22.91666667,18.99337748
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GRL,Greenland,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GRD,Grenada,..,29.25925926,29.25925926,29.25925926
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GUM,Guam,..,..,59.95,59.95
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GTM,Guatemala,..,38.07936508,35.10169076,32.51427153
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AAA,Guernsey,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GIN,Guinea,..,800,..,903.503865
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GNB,Guinea-Bissau,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GUY,Guyana,..,49.00973811,48.93356215,46.10186804
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HTI,Haiti,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HND,Honduras,..,..,..,22
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HKG,"Hong Kong, China",11.40817954,15.53871838,12.77089783,19.05007079
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HUN,Hungary,..,23.18244409,27.67591503,20.9190936
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ISL,Iceland,..,47.6418425,33.88925735,24.95050801
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IND,India,..,6.449833353,5.796921806,6.136552508
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IDN,Indonesia,..,20.62076759,19.24946342,21.45113047
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IRN,Iran (Islamic Rep. of),..,42.31836776,30.31132468,29.20754423
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IRQ,Iraq,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IRL,Ireland,..,36.60322108,34.84722222,33.09933775
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ISR,Israel,..,..,6.358087487,8.023535705
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ITA,Italy,..,24.74377745,27.63888889,26.42384106
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",JAM,Jamaica,..,48.13247799,26.4025417,28.97208588
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",JPN,Japan,..,32.64350468,36.05856578,23.01207564
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GBJ,Jersey,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",JOR,Jordan,..,33.31267606,30.26760563,30.26760563
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KAZ,Kazakhstan,31.00673989,..,13.0850119,13.09762139
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KEN,Kenya,..,158.872425,38.77081394,37.85039062
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KIR,Kiribati,..,..,..,380.733945
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KOR,Korea (Rep. of),..,18.14799691,23.49384853,25.9502102
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KWT,Kuwait,..,46.09665428,19.375,14.21602787
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KGZ,Kyrgyzstan,..,..,28.45888495,54.39039248
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LAO,Lao P.D.R.,..,271.6129578,193.7520256,139.2459168
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LVA,Latvia,..,24.74012474,24.07114625,13.01886792
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LBN,Lebanon,..,23.21658375,24.85160862,25.289
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LSO,Lesotho,..,44.78876649,43.66296908,50.53954378
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LBR,Liberia,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LBY,Libya,..,..,39.87240829,39.46984109
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LIE,Liechtenstein,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LTU,Lithuania,..,15.27365295,14.49275362,10.32233308
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LUX,Luxembourg,..,42.45973646,40.27777778,38.41059603
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MAC,"Macao, China",..,9.975062344,9.018036072,8.997750562
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MDG,Madagascar,..,114.7292448,100.193742,89.47582478
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MWI,Malawi,..,1057.478135,490.6189124,562.1748058
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MYS,Malaysia,..,19.78417266,18.72340426,20.49053089
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MDV,Maldives,..,9.375,9.375,9.375
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MLI,Mali,..,55.82787151,52.94523768,50.47680389
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MLT,Malta,..,20.29282577,19.25,18.35761589
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MHL,Marshall Islands,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MRT,Mauritania,..,62.9714991,57.17204211,23.5525238
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MUS,Mauritius,49.46716613,25.76178259,15.61336429,16.20971933
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MEX,Mexico,..,34.95058401,16.05742193,17.32288699
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FSM,Micronesia (Fed. States of),..,40,39.95,39.95
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MDA,Moldova,..,23.09468822,13.50135014,6.467782359
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MCO,Monaco,..,..,..,46.22516556
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MNG,Mongolia,..,..,8.346084296,8.84264513
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MNE,Montenegro,..,20.49780381,27.76388889,18.52980132
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MAR,Morocco,..,19.22580645,16.01092218,11.76191042
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MOZ,Mozambique,..,98.76136784,79.94186047,50.05874541
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MMR,Myanmar,..,..,28.19548872,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NAM,Namibia,..,48.58370657,74.5043663,117.654692
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NRU,Nauru,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NPL,Nepal,..,21.50167713,21.27796763,23.16998155
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NLD,Netherlands,..,36.60322108,34.72222222,33.11258278
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ANT,Netherlands Antilles,..,..,55.30726257,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NCL,New Caledonia,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NZL,New Zealand,..,28.10962755,18.71875,36.01297765
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NIC,Nicaragua,..,34.48792071,34.86234022,34.77102454
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NER,Niger,..,66.43516709,63.00483284,60.06739663
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NGA,Nigeria,..,674.8435207,105.7742676,53.22758786
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MNP,Northern Marianas Islands,..,..,39.95,39.95
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NOR,Norway,..,53.0141844,47.55089059,49.47054931
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",OMN,Oman,..,33.76623377,33.76623377,33.76623377
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PAK,Pakistan,..,17.02931485,14.6733078,14.07376106
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PLW,Palau,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",WBG,Palestinian Authority,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PAN,Panama,..,15,16.95,16.95
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PNG,Papua New Guinea,..,18.51851852,18.14882033,18.38715253
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PRY,Paraguay,..,38.03824681,21.3091016,19.00950911
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PER,Peru,..,40.70109439,39.51195219,42.12743363
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PHL,Philippines,..,22.53908806,21.3716443,22.14586566
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",POL,Poland,..,24.86508925,12.5,18.20895522
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PRT,Portugal,..,28.9897511,27.76388889,26.47682119
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PRI,Puerto Rico,..,..,..,24.95
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",QAT,Qatar,..,54.94505495,54.94505495,54.94505495
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ROM,Romania,..,27.80412862,6.770219744,4.845814978
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",RUS,Russia,..,13.39878485,12.57088847,9.845890411
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",RWA,Rwanda,..,91.43308561,167.1708187,162.9136506
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KNA,Saint Kitts and Nevis,..,..,36.66666667,36.66666667
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LCA,Saint Lucia,..,55.18518519,29.25925926,29.25925926
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",WSM,Samoa,..,..,54.55876968,59.95975855
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SMR,San Marino,..,..,23.47222222,22.38410596
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",STP,Sao Tome and Principe,..,268.5562633,202.5178147,282.8391878
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SAU,Saudi Arabia,..,39.73333333,26.66666667,26.66666667
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SEN,Senegal,..,40.19606748,38.12057113,36.3432988
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SRB,Serbia,..,29.64611299,17.87484648,15.16576825
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SYC,Seychelles,..,48.5196151,42.78839089,47.17020219
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SLE,Sierra Leone,..,..,29.28078803,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SGP,Singapore,..,21.55477032,16.3024055,26.32697947
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SVK,Slovak Republic,..,27.79832405,27.375,26.10596026
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SVN,Slovenia,..,42.64705882,36.11111111,34.43708609
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SLB,Solomon Islands,..,..,245.8472998,245.5424675
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SOM,Somalia,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ZAF,South Africa,..,24.08909333,23.48359688,27.18207895
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SSD,South Sudan,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ESP,Spain,..,33.94117647,32.05555556,31.09933775
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LKA,Sri Lanka,..,23.26182476,4.871895254,4.952859392
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VCT,St. Vincent and the Grenadines,..,55.18518519,33.64814815,33.64814815
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SDN,Sudan,..,28.70813397,26.08695652,28.62098873
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SUR,Suriname,..,..,80.03642987,42.12
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SWZ,Swaziland,..,1718.896017,749.2329478,867.2312526
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SWE,Sweden,..,30.192687,32.53200941,34.54495006
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CHE,Switzerland,..,31.39427516,31.25,32.59827421
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SYR,Syria,..,51.70185265,31.48751357,21.61227577
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MKD,T.F.Y.R. Macedonia,..,14.06802331,13.35570622,12.88587716
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TWN,"Taiwan, China",..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TJK,Tajikistan,..,..,386.1935795,365.3735488
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TZA,Tanzania,..,66.87229899,45.44387303,31.93142549
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",THA,Thailand,..,17.71080359,18.40488829,18.90424793
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TLS,Timor-Leste,500,500,49,99
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TGO,Togo,..,184.4552875,209.9172784,166.7753601
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TON,Tonga,..,102.9866117,113.0504451,51.9412382
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TTO,Trinidad and Tobago,..,12.56161552,12.49011858,12.41943091
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TUN,Tunisia,..,12.17532468,11.11111111,10.48218029
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TUR,Turkey,..,..,17.29677419,19.29474385
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TKM,Turkmenistan,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TUV,Tuvalu,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",UGA,Uganda,..,131.2147963,41.86552792,16.20253862
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",UKR,Ukraine,..,18.98614012,7.701193685,7.560483871
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ARE,United Arab Emirates,..,40.56629458,40.56629458,40.56629458
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GBR,United Kingdom,..,27.57525287,23.36448598,24.71406492
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",USA,United States,..,15,19.95,19.95
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",URY,Uruguay,..,23.39013795,17.28110599,19.4426442
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",UZB,Uzbekistan,..,..,..,..
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VUT,Vanuatu,..,434.2076697,149.427118,164.5928314
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VEN,Venezuela,..,47.71561772,27.94597112,23.20185615
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VNM,Viet Nam,..,16.86878539,16.11476053,10.74522602
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VIR,Virgin Islands (U.S.),..,..,49.99,49.99
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",YEM,Yemen,..,225.2658137,221.842078,16.73573478
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ZMB,Zambia,..,87.03406075,58.00000396,58
I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ZWE,Zimbabwe,..,..,..,..
